impd,u,metric,value,reg
MILR,0.06,yield,0.3880351,maximum
MILR,0.08,yield,0.4613086,maximum
MILR,0.1,yield,0.5150551,maximum
MILR,0.12,yield,0.5531335,maximum
MILR,0.14,yield,0.5787426,maximum
MILR,0.16,yield,0.5945209,maximum
MILR,0.18,yield,0.6026342,maximum
MILR,0.2,yield,0.6048497,maximum
MILR,0.22,yield,0.6026009,maximum
MILR,0.24,yield,0.5970427,maximum
MILR,0.26,yield,0.5890983,maximum
MILR,0.28,yield,0.5794994,maximum
MILR,0.3,yield,0.5688203,maximum
MILR,0.32,yield,0.5575066,maximum
MILR,0.34,yield,0.5458991,maximum
MILR,0.36,yield,0.5342541,maximum
MILR,0.38,yield,0.5227605,maximum
MILR,0,spr,0.3921275,maximum
MILR,0.02,spr,0.8308234,maximum
MILR,0.04,spr,0.6894905,maximum
MILR,0.06,spr,0.5716503,maximum
MILR,0.08,spr,0.4735854,maximum
MILR,0.1,spr,0.3921275,maximum
MILR,0.12,spr,0.3245832,maximum
MILR,0.14,spr,0.2686680,maximum
MILR,0.16,spr,0.2224494,maximum
MILR,0.18,spr,0.1842972,maximum
MILR,0.2,spr,0.1528396,maximum
MILR,0.22,spr,0.1269254,maximum
MILR,0.24,spr,0.1055912,maximum
MILR,0.26,spr,0.0880330,maximum
MILR,0.28,spr,0.0735819,maximum
MILR,0.3,spr,0.0616826,maximum
MILR,0.32,spr,0.0518759,maximum
MILR,0.34,spr,0.0437826,maximum
MILR,0.36,spr,0.0370907,maximum
MILR,0.38,spr,0.0315444,maximum
ELDR,0,yield,0.1992159,no_length
ELDR,0.02,yield,0.0643128,no_length
ELDR,0.04,yield,0.1129851,no_length
ELDR,0.06,yield,0.1498861,no_length
ELDR,0.08,yield,0.1779084,no_length
ELDR,0.1,yield,0.1992159,no_length
ELDR,0.12,yield,0.2154280,no_length
ELDR,0.14,yield,0.2277592,no_length
ELDR,0.16,yield,0.2371218,no_length
ELDR,0.18,yield,0.2442033,no_length
ELDR,0.2,yield,0.2495235,no_length
ELDR,0.22,yield,0.2534772,no_length
ELDR,0.24,yield,0.2563658,no_length
ELDR,0.26,yield,0.2584205,no_length
ELDR,0.28,yield,0.2598194,no_length
ELDR,0.3,yield,0.2607011,no_length
ELDR,0.32,yield,0.2611735,no_length
ELDR,0.34,yield,0.2613217,no_length
ELDR,0.36,yield,0.2612126,no_length
ELDR,0.38,yield,0.2608995,no_length
ELDR,0,spr,0.4538339,no_length
ELDR,0.02,spr,0.8447062,no_length
ELDR,0.04,spr,0.7174217,no_length
ELDR,0.06,spr,0.6126212,no_length
ELDR,0.08,spr,0.5259198,no_length
ELDR,0.1,spr,0.4538339,no_length
ELDR,0.12,spr,0.3935921,no_length
ELDR,0.14,spr,0.3429855,no_length
ELDR,0.16,spr,0.3002497,no_length
ELDR,0.18,spr,0.2639718,no_length
ELDR,0.2,spr,0.2330172,no_length
ELDR,0.22,spr,0.2064714,no_length
ELDR,0.24,spr,0.1835953,no_length
ELDR,0.26,spr,0.1637885,no_length
ELDR,0.28,spr,0.1465618,no_length
ELDR,0.3,spr,0.1315146,no_length
ELDR,0.32,spr,0.1183175,no_length
ELDR,0.34,spr,0.1066982,no_length
ELDR,0.36,spr,0.0964307,no_length
ELDR,0.38,spr,0.0873265,no_length
ELDR,0,yield,0.1481574,protected_slot
ELDR,0.02,yield,0.0573989,protected_slot
ELDR,0.04,yield,0.0968297,protected_slot
ELDR,0.06,yield,0.1229013,protected_slot
ELDR,0.08,yield,0.1391235,protected_slot
ELDR,0.1,yield,0.1481574,protected_slot
ELDR,0.12,yield,0.1520098,protected_slot
ELDR,0.14,yield,0.1521863,protected_slot
ELDR,0.16,yield,0.1498093,protected_slot
ELDR,0.18,yield,0.1457099,protected_slot
ELDR,0.2,yield,0.1404985,protected_slot
ELDR,0.22,yield,0.1346195,protected_slot
ELDR,0.24,yield,0.1283926,protected_slot
ELDR,0.26,yield,0.1220444,protected_slot
ELDR,0.28,yield,0.1157329,protected_slot
ELDR,0.3,yield,0.1095654,protected_slot
ELDR,0.32,yield,0.1036120,protected_slot
ELDR,0.34,yield,0.0979161,protected_slot
ELDR,0.36,yield,0.0925020,protected_slot
ELDR,0.38,yield,0.0873802,protected_slot
ELDR,0,spr,0.2864691,protected_slot
ELDR,0.02,spr,0.7793255,protected_slot
ELDR,0.04,spr,0.6070867,protected_slot
ELDR,0.06,spr,0.4727529,protected_slot
ELDR,0.08,spr,0.3680458,protected_slot
ELDR,0.1,spr,0.2864691,protected_slot
ELDR,0.12,spr,0.2229342,protected_slot
ELDR,0.14,spr,0.1734608,protected_slot
ELDR,0.16,spr,0.1349402,protected_slot
ELDR,0.18,spr,0.1049473,protected_slot
ELDR,0.2,spr,0.0815923,protected_slot
ELDR,0.22,spr,0.0634042,protected_slot
ELDR,0.24,spr,0.0492380,protected_slot
ELDR,0.26,spr,0.0382034,protected_slot
ELDR,0.28,spr,0.0296081,protected_slot
ELDR,0.3,spr,0.0229136,protected_slot
ELDR,0.32,spr,0.0177012,protected_slot
ELDR,0.34,spr,0.0136449,protected_slot
ELDR,0.36,spr,0.0104909,protected_slot
ELDR,0.38,spr,0.0080412,protected_slot
ELDR,0,yield,0.1991337,maximum
ELDR,0.02,yield,0.0642357,maximum
ELDR,0.04,yield,0.1128794,maximum
ELDR,0.06,yield,0.1497779,maximum
ELDR,0.08,yield,0.1778107,maximum
ELDR,0.1,yield,0.1991337,maximum
ELDR,0.12,yield,0.2153622,maximum
ELDR,0.14,yield,0.2277083,maximum
ELDR,0.16,yield,0.2370835,maximum
ELDR,0.18,yield,0.2441751,maximum
ELDR,0.2,yield,0.2495032,maximum
ELDR,0.22,yield,0.2534629,maximum
ELDR,0.24,yield,0.2563559,maximum
ELDR,0.26,yield,0.2584136,maximum
ELDR,0.28,yield,0.2598148,maximum
ELDR,0.3,yield,0.2606980,maximum
ELDR,0.32,yield,0.2611715,maximum
ELDR,0.34,yield,0.2613203,maximum
ELDR,0.36,yield,0.2612117,maximum
ELDR,0.38,yield,0.2608990,maximum
ELDR,0,spr,0.4538962,maximum
ELDR,0.02,spr,0.8447555,maximum
ELDR,0.04,spr,0.7174922,maximum
ELDR,0.06,spr,0.6126964,maximum
ELDR,0.08,spr,0.5259907,maximum
ELDR,0.1,spr,0.4538962,maximum
ELDR,0.12,spr,0.3936444,maximum
ELDR,0.14,spr,0.3430279,maximum
ELDR,0.16,spr,0.3002831,maximum
ELDR,0.18,spr,0.2639976,maximum
ELDR,0.2,spr,0.2330367,maximum
ELDR,0.22,spr,0.2064860,maximum
ELDR,0.24,spr,0.1836060,maximum
ELDR,0.26,spr,0.1637962,maximum
ELDR,0.28,spr,0.1465673,maximum
ELDR,0.3,spr,0.1315185,maximum
ELDR,0.32,spr,0.1183202,maximum
ELDR,0.34,spr,0.1067000,maximum
ELDR,0.36,spr,0.0964320,maximum
ELDR,0.38,spr,0.0873274,maximum
TCRR,0,yield,0.2008126,no_length
TCRR,0.02,yield,0.0521598,no_length
TCRR,0.04,yield,0.0974768,no_length
TCRR,0.06,yield,0.1368593,no_length
TCRR,0.08,yield,0.1710831,no_length
TCRR,0.1,yield,0.2008126,no_length
TCRR,0.12,yield,0.2266188,no_length
TCRR,0.14,yield,0.2489938,no_length
TCRR,0.16,yield,0.2683629,no_length
TCRR,0.18,yield,0.2850944,no_length
TCRR,0.2,yield,0.2995084,no_length
TCRR,0.22,yield,0.3118835,no_length
TCRR,0.24,yield,0.3224627,no_length
TCRR,0.26,yield,0.3314586,no_length
TCRR,0.28,yield,0.3390574,no_length
TCRR,0.3,yield,0.3454227,no_length
TCRR,0.32,yield,0.3506980,no_length
TCRR,0.34,yield,0.3550101,no_length
TCRR,0.36,yield,0.3584704,no_length
TCRR,0.38,yield,0.3611776,no_length
TCRR,0,spr,0.5047760,no_length
TCRR,0.02,spr,0.8725459,no_length
TCRR,0.04,spr,0.7612963,no_length
TCRR,0.06,spr,0.6641021,no_length
TCRR,0.08,spr,0.5791223,no_length
TCRR,0.1,spr,0.5047760,no_length
TCRR,0.12,spr,0.4397020,no_length
TCRR,0.14,spr,0.3827253,no_length
TCRR,0.16,spr,0.3328295,no_length
TCRR,0.18,spr,0.2891332,no_length
TCRR,0.2,spr,0.2508705,no_length
TCRR,0.22,spr,0.2173746,no_length
TCRR,0.24,spr,0.1880637,no_length
TCRR,0.26,spr,0.1624296,no_length
TCRR,0.28,spr,0.1400271,no_length
TCRR,0.3,spr,0.1204663,no_length
TCRR,0.32,spr,0.1034046,no_length
TCRR,0.34,spr,0.0885410,no_length
TCRR,0.36,spr,0.0756105,no_length
TCRR,0.38,spr,0.0643798,no_length
TCRR,0,yield,0.0949597,protected_slot
TCRR,0.02,yield,0.0246971,protected_slot
TCRR,0.04,yield,0.0462797,protected_slot
TCRR,0.06,yield,0.0650211,protected_slot
TCRR,0.08,yield,0.0811714,protected_slot
TCRR,0.1,yield,0.0949597,protected_slot
TCRR,0.12,yield,0.1065964,protected_slot
TCRR,0.14,yield,0.1162748,protected_slot
TCRR,0.16,yield,0.1241735,protected_slot
TCRR,0.18,yield,0.1304569,protected_slot
TCRR,0.2,yield,0.1352773,protected_slot
TCRR,0.22,yield,0.1387752,protected_slot
TCRR,0.24,yield,0.1410809,protected_slot
TCRR,0.26,yield,0.1423151,protected_slot
TCRR,0.28,yield,0.1425895,protected_slot
TCRR,0.3,yield,0.1420077,protected_slot
TCRR,0.32,yield,0.1406658,protected_slot
TCRR,0.34,yield,0.1386526,protected_slot
TCRR,0.36,yield,0.1360506,protected_slot
TCRR,0.38,yield,0.1329359,protected_slot
TCRR,0,spr,0.5932893,protected_slot
TCRR,0.02,spr,0.9035545,protected_slot
TCRR,0.04,spr,0.8152691,protected_slot
TCRR,0.06,spr,0.7345099,protected_slot
TCRR,0.08,spr,0.6606951,protected_slot
TCRR,0.1,spr,0.5932893,protected_slot
TCRR,0.12,spr,0.5317989,protected_slot
TCRR,0.14,spr,0.4757685,protected_slot
TCRR,0.16,spr,0.4247767,protected_slot
TCRR,0.18,spr,0.3784333,protected_slot
TCRR,0.2,spr,0.3363766,protected_slot
TCRR,0.22,spr,0.2982708,protected_slot
TCRR,0.24,spr,0.2638041,protected_slot
TCRR,0.26,spr,0.2326865,protected_slot
TCRR,0.28,spr,0.2046482,protected_slot
TCRR,0.3,spr,0.1794383,protected_slot
TCRR,0.32,spr,0.1568230,protected_slot
TCRR,0.34,spr,0.1365848,protected_slot
TCRR,0.36,spr,0.1185212,protected_slot
TCRR,0.38,spr,0.1024437,protected_slot
TCRR,0,yield,0.1503913,maximum
TCRR,0.02,yield,0.0350119,maximum
TCRR,0.04,yield,0.0674201,maximum
TCRR,0.06,yield,0.0973643,maximum
TCRR,0.08,yield,0.1249783,maximum
TCRR,0.1,yield,0.1503913,maximum
TCRR,0.12,yield,0.1737269,maximum
TCRR,0.14,yield,0.1951041,maximum
TCRR,0.16,yield,0.2146368,maximum
TCRR,0.18,yield,0.2324345,maximum
TCRR,0.2,yield,0.2486018,maximum
TCRR,0.22,yield,0.2632390,maximum
TCRR,0.24,yield,0.2764422,maximum
TCRR,0.26,yield,0.2883029,maximum
TCRR,0.28,yield,0.2989088,maximum
TCRR,0.3,yield,0.3083435,maximum
TCRR,0.32,yield,0.3166867,maximum
TCRR,0.34,yield,0.3240142,maximum
TCRR,0.36,yield,0.3303984,maximum
TCRR,0.38,yield,0.3359079,maximum
TCRR,0,spr,0.6264149,maximum
TCRR,0.02,spr,0.9137911,maximum
TCRR,0.04,spr,0.8336530,maximum
TCRR,0.06,spr,0.7592544,maximum
TCRR,0.08,spr,0.6902770,maximum
TCRR,0.1,spr,0.6264149,maximum
TCRR,0.12,spr,0.5673747,maximum
TCRR,0.14,spr,0.5128749,maximum
TCRR,0.16,spr,0.4626456,maximum
TCRR,0.18,spr,0.4164283,maximum
TCRR,0.2,spr,0.3739758,maximum
TCRR,0.22,spr,0.3350514,maximum
TCRR,0.24,spr,0.2994292,maximum
TCRR,0.26,spr,0.2668932,maximum
TCRR,0.28,spr,0.2372376,maximum
TCRR,0.3,spr,0.2102662,maximum
TCRR,0.32,spr,0.1857922,maximum
TCRR,0.34,spr,0.1636378,maximum
TCRR,0.36,spr,0.1436343,maximum
TCRR,0.38,spr,0.1256213,maximum
WLFC,0,yield,0.5940014,no_length
WLFC,0.02,yield,0.2151944,no_length
WLFC,0.04,yield,0.3665506,no_length
WLFC,0.06,yield,0.4721201,no_length
WLFC,0.08,yield,0.5448449,no_length
WLFC,0.1,yield,0.5940014,no_length
WLFC,0.12,yield,0.6262405,no_length
WLFC,0.14,yield,0.6463352,no_length
WLFC,0.16,yield,0.6577158,no_length
WLFC,0.18,yield,0.6628527,no_length
WLFC,0.2,yield,0.6635297,no_length
WLFC,0.22,yield,0.6610382,no_length
WLFC,0.24,yield,0.6563165,no_length
WLFC,0.26,yield,0.6500480,no_length
WLFC,0.28,yield,0.6427322,no_length
WLFC,0.3,yield,0.6347348,no_length
WLFC,0.32,yield,0.6263239,no_length
WLFC,0.34,yield,0.6176962,no_length
WLFC,0.36,yield,0.6089954,no_length
WLFC,0.38,yield,0.6003264,no_length
WLFC,0,spr,0.3505188,no_length
WLFC,0.02,spr,0.8035719,no_length
WLFC,0.04,spr,0.6486914,no_length
WLFC,0.06,spr,0.5260463,no_length
WLFC,0.08,spr,0.4284877,no_length
WLFC,0.1,spr,0.3505188,no_length
WLFC,0.12,spr,0.2879061,no_length
WLFC,0.14,spr,0.2373809,no_length
WLFC,0.16,spr,0.1964130,no_length
WLFC,0.18,spr,0.1630374,no_length
WLFC,0.2,spr,0.1357226,no_length
WLFC,0.22,spr,0.1132703,no_length
WLFC,0.24,spr,0.0947386,no_length
WLFC,0.26,spr,0.0793841,no_length
WLFC,0.28,spr,0.0666170,no_length
WLFC,0.3,spr,0.0559670,no_length
WLFC,0.32,spr,0.0470573,no_length
WLFC,0.34,spr,0.0395844,no_length
WLFC,0.36,spr,0.0333027,no_length
WLFC,0.38,spr,0.0280122,no_length
WLFC,0,yield,0.3333693,protected_slot
WLFC,0.02,yield,0.1155122,protected_slot
WLFC,0.04,yield,0.2004947,protected_slot
WLFC,0.06,yield,0.2617598,protected_slot
WLFC,0.08,yield,0.3046543,protected_slot
WLFC,0.1,yield,0.3333693,protected_slot
WLFC,0.12,yield,0.3511863,protected_slot
WLFC,0.14,yield,0.3606719,protected_slot
WLFC,0.16,yield,0.3638317,protected_slot
WLFC,0.18,yield,0.3622313,protected_slot
WLFC,0.2,yield,0.3570917,protected_slot
WLFC,0.22,yield,0.3493641,protected_slot
WLFC,0.24,yield,0.3397888,protected_slot
WLFC,0.26,yield,0.3289403,protected_slot
WLFC,0.28,yield,0.3172642,protected_slot
WLFC,0.3,yield,0.3051040,protected_slot
WLFC,0.32,yield,0.2927242,protected_slot
WLFC,0.34,yield,0.2803265,protected_slot
WLFC,0.36,yield,0.2680633,protected_slot
WLFC,0.38,yield,0.2560488,protected_slot
WLFC,0,spr,0.4238718,protected_slot
WLFC,0.02,spr,0.8445798,protected_slot
WLFC,0.04,spr,0.7124674,protected_slot
WLFC,0.06,spr,0.6001976,protected_slot
WLFC,0.08,spr,0.5048311,protected_slot
WLFC,0.1,spr,0.4238718,protected_slot
WLFC,0.12,spr,0.3551979,protected_slot
WLFC,0.14,spr,0.2970029,protected_slot
WLFC,0.16,spr,0.2477472,protected_slot
WLFC,0.18,spr,0.2061173,protected_slot
WLFC,0.2,spr,0.1709908,protected_slot
WLFC,0.22,spr,0.1414083,protected_slot
WLFC,0.24,spr,0.1165485,protected_slot
WLFC,0.26,spr,0.0957081,protected_slot
WLFC,0.28,spr,0.0782842,protected_slot
WLFC,0.3,spr,0.0637604,protected_slot
WLFC,0.32,spr,0.0516936,protected_slot
WLFC,0.34,spr,0.0417044,protected_slot
WLFC,0.36,spr,0.0334677,protected_slot
WLFC,0.38,spr,0.0267051,protected_slot
WLFC,0,yield,0.3923831,maximum
WLFC,0.02,yield,0.1061587,maximum
WLFC,0.04,yield,0.1967096,maximum
WLFC,0.06,yield,0.2735122,maximum
WLFC,0.08,yield,0.3382372,maximum
WLFC,0.1,yield,0.3923831,maximum
WLFC,0.12,yield,0.4372907,maximum
WLFC,0.14,yield,0.4741574,maximum
WLFC,0.16,yield,0.5040501,maximum
WLFC,0.18,yield,0.5279171,maximum
WLFC,0.2,yield,0.5465992,maximum
WLFC,0.22,yield,0.5608401,maximum
WLFC,0.24,yield,0.5712955,maximum
WLFC,0.26,yield,0.5785420,maximum
WLFC,0.28,yield,0.5830852,maximum
WLFC,0.3,yield,0.5853665,maximum
WLFC,0.32,yield,0.5857706,maximum
WLFC,0.34,yield,0.5846308,maximum
WLFC,0.36,yield,0.5822352,maximum
WLFC,0.38,yield,0.5788315,maximum
WLFC,0,spr,0.4797359,maximum
WLFC,0.02,spr,0.8669932,maximum
WLFC,0.04,spr,0.7501438,maximum
WLFC,0.06,spr,0.6476880,maximum
WLFC,0.08,spr,0.5580316,maximum
WLFC,0.1,spr,0.4797359,maximum
WLFC,0.12,spr,0.4115047,maximum
WLFC,0.14,spr,0.3521721,maximum
WLFC,0.16,spr,0.3006917,maximum
WLFC,0.18,spr,0.2561252,maximum
WLFC,0.2,spr,0.2176338,maximum
WLFC,0.22,spr,0.1844683,maximum
WLFC,0.24,spr,0.1559615,maximum
WLFC,0.26,spr,0.1315201,maximum
WLFC,0.28,spr,0.1106177,maximum
WLFC,0.3,spr,0.0927884,maximum
WLFC,0.32,spr,0.0776210,maximum
WLFC,0.34,spr,0.0647529,maximum
WLFC,0.36,spr,0.0538658,maximum
WLFC,0.38,spr,0.0446805,maximum
