impd,u,metric,value,reg
TCRR,0.18,bfm,17.2231246,protected_slot
TCRR,0.2,bfm,16.39321794,protected_slot
TCRR,0.22,bfm,15.58380281,protected_slot
TCRR,0.24,bfm,14.79487919,protected_slot
TCRR,0.26,bfm,14.0264471,protected_slot
TCRR,0.28,bfm,13.27850653,protected_slot
TCRR,0.3,bfm,12.55105749,protected_slot
TCRR,0.32,bfm,11.84409996,protected_slot
TCRR,0.34,bfm,11.15763396,protected_slot
TCRR,0.36,bfm,10.49165948,protected_slot
TCRR,0.38,bfm,9.846176528,protected_slot
TCRR,0,bfm,25.61440304,maximum
TCRR,0.02,bfm,23.1533916,maximum
TCRR,0.04,bfm,20.8852849,maximum
TCRR,0.06,bfm,18.79851342,maximum
TCRR,0.08,bfm,16.88197977,maximum
TCRR,0.1,bfm,15.12504885,maximum
TCRR,0.12,bfm,13.51753801,maximum
TCRR,0.14,bfm,12.04970723,maximum
TCRR,0.16,bfm,10.71224925,maximum
TCRR,0.18,bfm,9.496279766,maximum
TCRR,0.2,bfm,8.393327587,maximum
TCRR,0.22,bfm,7.39532479,maximum
TCRR,0.24,bfm,6.494596889,maximum
TCRR,0.26,bfm,5.683853001,maximum
TCRR,0.28,bfm,4.956176007,maximum
TCRR,0.3,bfm,4.305012719,maximum
TCRR,0.32,bfm,3.72416404,maximum
TCRR,0.34,bfm,3.207775134,maximum
TCRR,0.36,bfm,2.750325584,maximum
TCRR,0.38,bfm,2.346619559,maximum
WLFC,0,bfm,151.799033,no_length
WLFC,0.02,bfm,129.1450041,no_length
WLFC,0.04,bfm,109.5062405,no_length
WLFC,0.06,bfm,92.53197541,no_length
WLFC,0.08,bfm,77.90612866,no_length
WLFC,0.1,bfm,65.34450621,no_length
WLFC,0.12,bfm,54.5921731,no_length
WLFC,0.14,bfm,45.42099199,no_length
WLFC,0.16,bfm,37.62732057,no_length
WLFC,0.18,bfm,31.02986056,no_length
WLFC,0.2,bfm,25.46765165,no_length
WLFC,0.22,bfm,20.79820366,no_length
WLFC,0.24,bfm,16.89576044,no_length
WLFC,0.26,bfm,13.6496892,no_length
WLFC,0.28,bfm,10.96298895,no_length
WLFC,0.3,bfm,8.750912172,no_length
WLFC,0.32,bfm,6.93969377,no_length
WLFC,0.34,bfm,5.465381587,no_length
WLFC,0.36,bfm,4.272762928,no_length
WLFC,0.38,bfm,3.314381689,no_length
WLFC,0,bfm,151.799033,protected_slot
WLFC,0.02,bfm,142.8720355,protected_slot
WLFC,0.04,bfm,134.3020693,protected_slot
WLFC,0.06,bfm,126.081848,protected_slot
WLFC,0.08,bfm,118.2040854,protected_slot
WLFC,0.1,bfm,110.6614951,protected_slot
WLFC,0.12,bfm,103.4467906,protected_slot
WLFC,0.14,bfm,96.55268573,protected_slot
WLFC,0.16,bfm,89.97189405,protected_slot
WLFC,0.18,bfm,83.69712922,protected_slot
WLFC,0.2,bfm,77.72110489,protected_slot
WLFC,0.22,bfm,72.0365347,protected_slot
WLFC,0.24,bfm,66.63613231,protected_slot
WLFC,0.26,bfm,61.51261135,protected_slot
WLFC,0.28,bfm,56.65868547,protected_slot
WLFC,0.3,bfm,52.06706832,protected_slot
WLFC,0.32,bfm,47.73047354,protected_slot
WLFC,0.34,bfm,43.64161479,protected_slot
WLFC,0.36,bfm,39.7932057,protected_slot
WLFC,0.38,bfm,36.17795994,protected_slot
WLFC,0,bfm,151.799033,maximum
WLFC,0.02,bfm,131.7806165,maximum
WLFC,0.04,bfm,114.0690005,maximum
WLFC,0.06,bfm,98.43827172,maximum
WLFC,0.08,bfm,84.68057463,maximum
WLFC,0.1,bfm,72.6050069,maximum
WLFC,0.12,bfm,62.03656034,maximum
WLFC,0.14,bfm,52.81510696,maximum
WLFC,0.16,bfm,44.79442925,maximum
WLFC,0.18,bfm,37.84129337,maximum
WLFC,0.2,bfm,31.83456456,maximum
WLFC,0.22,bfm,26.66436366,maximum
WLFC,0.24,bfm,22.23126374,maximum
WLFC,0.26,bfm,18.44552595,maximum
WLFC,0.28,bfm,15.22637354,maximum
WLFC,0.3,bfm,12.5013031,maximum
WLFC,0.32,bfm,10.20543201,maximum
WLFC,0.34,bfm,8.280881192,maximum
WLFC,0.36,bfm,6.676192074,maximum
WLFC,0.38,bfm,5.345776918,maximum
